name,strasse,link,lat,long
Wilhelmine Weinheim,Danneckerstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=796&mid=66,48.7687156,9.1834384
Karin Weininger,Ingelfinger Straße 5,,48.8276876,9.1766901
Sophie Weischedel,Hohewartstr. 21-23,,48.8078724,9.1549231
Hermann Weißhaupt,Dieselstr. 5,,48.81195169999999,9.1742376
Emma Weissberg,Böblinger Str. 38,http://www.stolpersteine-stuttgart.de/index.php?docid=404&mid=66,48.76347029999999,9.163170899999999
Norbert Weissberg,Böblinger Str. 38,http://www.stolpersteine-stuttgart.de/index.php?docid=404&mid=66,48.76347029999999,9.163170899999999
Hedwig Weitzner,Immenhoferstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=744&mid=66,48.76673,9.17545
Norbert Weitzner,Immenhoferstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=744&mid=66,48.76673,9.17545
Gertrud Wellner,Drostestr. 6,,48.8235873,9.1176268
Arthur Werner,Elsenhansstr. 1,,48.8095844,9.163239100000002
Hermine Wertheimer,Olgastr. 124,http://www.stolpersteine-stuttgart.de/index.php?docid=587&mid=66,48.76642,9.17751
Eugen Wiedmaier,Marconistr. 23,http://www.stolpersteine-stuttgart.de/index.php?docid=350&mid=66,48.8324586,9.157893999999999
Karl Wieland,Grünblickstraße 1,,48.77297,9.20333
Anna Wieler,Werfmershalde 12,http://www.stolpersteine-stuttgart.de/index.php?docid=551&mid=66,48.78538,9.19516
Gerda Wild,Reinhold-Brändle-Weg  8,http://www.stolpersteine-stuttgart.de/index.php?docid=844&mid=66,48.8348017,9.1815847
Karl Wilhelm,Zavelsteinstr. 6,,48.8060606,9.154759499999999
Erwin Winkler,Ingelfinger Str. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=476&mid=66,48.8276876,9.1766901
Irene Winter,Hackstr. 24,,48.7891551,9.19947
Bella Wochenmark,Olgastr. 75,http://www.stolpersteine-stuttgart.de/index.php?docid=797&mid=66,48.77074,9.182129999999999
Joseph Wochenmark,Olgastr. 75,http://www.stolpersteine-stuttgart.de/index.php?docid=797&mid=66,48.77074,9.182129999999999
Georg Wohlleben,Beethovenstr. 58,http://www.stolpersteine-stuttgart.de/index.php?docid=417&mid=66,48.7744515,9.1337242
Helene Wöhr,Oswald-Hesse-Str. 86,http://www.stolpersteine-stuttgart.de/index.php?docid=245&mid=66,48.8085838,9.16203
Clementine Wolf,Ecklenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=545&mid=66,48.77882,9.20242
Dr. jur. Heinrich Wolf,Ecklenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=545&mid=66,48.77882,9.20242
Dr. med. Margarethe Wolf,Stälinweg 22,http://www.stolpersteine-stuttgart.de/index.php?docid=602&mid=66,48.76862999999999,9.19877
Eugenie Wolf,Ihmlingstr.  50,,48.80247,9.23805
Max Wolf,Mühlstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=310&mid=66,48.80808440000001,9.1574146
Sigmund Wolf,Schottstr. 103,http://www.stolpersteine-stuttgart.de/index.php?docid=650&mid=66,48.78852999999999,9.17095
Elsa Wormser,Rankestr. 44,,48.7486708,9.2148086
Ida Wormser,Wörishofener Str. 22,http://www.stolpersteine-cannstatt.de/node/123,48.8003456,9.2279605
Erwin Wörn,Wiener Str. 123,,48.8101811,9.154866199999999
Heinrich Wortsmann,Weißenburgstr. 2 D,http://www.stolpersteine-stuttgart.de/index.php?docid=733&mid=66,48.76877,9.17558
Gottlieb Wurster,Goslarer Str. 95,,48.81676,9.125119999999999
Dr. Gottfried Hermann Wurz,Hasenbergsteige 79,http://www.stolpersteine-stuttgart.de/index.php?docid=295&mid=66,48.76481,9.14958
Hermann Würzburger,Brunnenstr. 55,http://www.stolpersteine-cannstatt.de/node/111,48.8073017,9.2167345
Chana Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Cilly Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Meta Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Moses Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Salomon Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Luise Zibold,Hornbergstr. 123,,48.7815046,9.2158069
Else Ziegler,Schickhardtstr. 33,,48.76544,9.15982
Gustav Ziegler,Kärtner Str. 35,,48.81269,9.15957
Ruth Ziegler,Schickhardtstr. 33,,48.76544,9.15982
Marie Zinn,Koppentalstr. 3,http://www.stolpersteine-stuttgart.de/index.php?docid=189&mid=66,48.7880945,9.1657124
Leya Zymbalist,Eugenstr. (6),http://www.stolpersteine-stuttgart.de/index.php?docid=872&mid=66,48.6943579,9.1209632
Nicolas  Zymbalist,Eugenstr.  (6),http://www.stolpersteine-stuttgart.de/index.php?docid=872&mid=66,48.6943579,9.1209632
Donatus Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Gisela Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Josef Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Josef Maria Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Pauline Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Sofie Schneck,Stöckachstr. 28,,48.7907431,9.2001108
Pauline Schneider,Galvanistr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=460&mid=66,48.82717599999999,9.1657355
Marianne Scholz,Tannenäckerstr. 33,http://www.stolpersteine-stuttgart.de/index.php?docid=311&mid=66,48.8143345,9.145643399999999
Emanuel Schömann,Doggenburgstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=487&mid=66,48.78580119999999,9.1506043
Frieda Schömann,Doggenburgstr. 8,http://www.stolpersteine-stuttgart.de/index.php?docid=487&mid=66,48.78580119999999,9.1506043
Gertrun Schönberger,Ernst-Kachel-Str. 9,http://www.stolpersteine-stuttgart.de/index.php?docid=724&mid=66,48.73190090000001,9.110996199999999
Hildegard Schönlen,Kärntner Str. 35,,48.81269,9.15957
Karl Schrack,Jahnstr. 1,http://www.stolpersteine-stuttgart.de/index.php?docid=728&mid=66,48.7499565,9.170897199999999
Bernhard Schreiber,Schwabstr. 126,,48.78174749999999,9.1576601
Hedwig Schreiber,Schwabstr. 126,,48.78174749999999,9.1576601
Kurt Albert Schübel,Hagbergstr. 31,,48.7818761,9.2182534
Friedericke Schumacher,Lindenbachstr. 59,http://www.stolpersteine-stuttgart.de/index.php?docid=478&mid=66,48.81532000000001,9.12202
Dore Schwab,Brückenstraße 42,http://www.stolpersteine-cannstatt.de/node/101,48.8088869,9.2103326
Hedwig Schwab,Brückenstr. 42,http://www.stolpersteine-cannstatt.de/node/101,48.8088869,9.2103326
Manfred Schwab,Brückenstraße 42,http://www.stolpersteine-cannstatt.de/node/101,48.8088869,9.2103326
Thea Schwab,Brückenstraße 42,http://www.stolpersteine-cannstatt.de/node/101,48.8088869,9.2103326
Wilhelm Schwab,Brückenstraße 42,http://www.stolpersteine-cannstatt.de/node/101,48.8088869,9.2103326
Anna Schwabacher,Herdweg 37,http://www.stolpersteine-stuttgart.de/index.php?docid=805&mid=66,48.78548,9.1654
Johannes Schwarz,Rubensstr. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=826&mid=66,48.7465212,9.169001399999999
Siegfried Schwarzschild,Klopstokstr. 34A,,48.7782597,9.151620699999999
Aron Schweizer,Gymnasiumstr.  23,http://www.stolpersteine-stuttgart.de/index.php?docid=694&mid=66,48.6710777,9.2170454
Ida Schweizer,Immenhoferstr. 12C,,48.76729,9.17525
Max Schweizer,Immenhoferstr. 12C,,48.76729,9.17525
Abraham Schweizer Dr.,Gymnasiumstr. 23,http://www.stolpersteine-stuttgart.de/index.php?docid=694&mid=66,48.6710777,9.2170454
Emmy Seitz,Wartbergstr. 14,http://www.stolpersteine-stuttgart.de/index.php?docid=431&mid=66,48.80604,9.18027
Theodor Seitz,Wartbergstr. 14,http://www.stolpersteine-stuttgart.de/index.php?docid=431&mid=66,48.80604,9.18027
Wilhelm Seybold,Veielbrunnenweg 90A,http://www.stolpersteine-cannstatt.de/node/128,48.79872,9.22651
Bertha Sichel,Lenzhalde 84,http://www.stolpersteine-stuttgart.de/index.php?docid=414&mid=66,48.7875755,9.1536744
Gustav Silberstein,Dornhaldenstr. 19,,48.75988,9.16061
Johanna Silberstein,Dornhaldenstr. 19,,48.75988,9.16061
Hermann Singer-Jorysch,Alexanderstr. 161,http://www.stolpersteine-stuttgart.de/index.php?docid=776&mid=66,48.76511,9.17809
Sabine Singer-Jorysch,Alexanderstr. 161,http://www.stolpersteine-stuttgart.de/index.php?docid=776&mid=66,48.76511,9.17809
Emilie Sommer,Wernerstr. 4,,48.81489,9.16705
David Spielmann,Seyfferstr. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=480&mid=66,48.77315,9.15231
Elisabeth Spielmann,Seyfferstr. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=480&mid=66,48.77315,9.15231
Fanny Spielmann,Seyfferstr. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=480&mid=66,48.77315,9.15231
Lucia Spielmann,Rosenbergstr. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=480&mid=66,48.777109,9.152539599999999
Norbert Spielmann,Rosenbergstr. 105,http://www.stolpersteine-stuttgart.de/index.php?docid=480&mid=66,48.777109,9.152539599999999
Ella Spier,Stitzenburgstr. 2,http://www.stolpersteine-stuttgart.de/index.php?docid=753&mid=66,48.7708714,9.1854728
Paula Spier,Stitzenburgstr.  2,http://www.stolpersteine-stuttgart.de/index.php?docid=753&mid=66,48.7708714,9.1854728
Eugen Spilger,Colmarer Str. 19,http://www.stolpersteine-stuttgart.de/index.php?docid=784&mid=66,48.8310442,9.1722117
Edwin Spiro,Taubenheimstraße 60,http://www.stolpersteine-cannstatt.de/node/68,48.8025534,9.2290418
Eugen Stähle,Finkenstr. 4,http://www.stolpersteine-stuttgart.de/index.php?docid=759&mid=66,48.7613046,9.155690000000002
Gustav Stange,Münchinger Str. 5,,48.8494086,9.155343700000001
Elisabeth Stein,Am Weißenhof 36,http://www.stolpersteine-stuttgart.de/index.php?docid=772&mid=66,48.80202999999999,9.17809
Julius Stein,Ehrenhalde 4,http://www.stolpersteine-stuttgart.de/index.php?docid=664&mid=66,48.79043,9.16516
Sofie Stein,Ehrenhalde 4,http://www.stolpersteine-stuttgart.de/index.php?docid=664&mid=66,48.79043,9.16516
Clarisse Steiner,Im Sonnigen Winkel 15,http://www.stolpersteine-stuttgart.de/index.php?docid=485&mid=66,48.785931,9.1520224
Dr. Viktor Steiner,Schloßstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=485&mid=66,48.77908,9.17319
Johanna Steiner,Schloßstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=485&mid=66,48.77908,9.17319
Josef Stempa,Olgastr. 128,,48.76616,9.17728
Adele Stern,Widdumhofstr. 34,,48.81276,9.11031
Albert Stern,Azenbergstr. 51,http://www.stolpersteine-stuttgart.de/index.php?docid=188&mid=66,48.7883024,9.163409399999999
Auguste Stern,Weidachstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=717&mid=66,48.746287,9.166943300000002
Edith Stern,Weidachstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=717&mid=66,48.746287,9.166943300000002
Heinrich Stern,Weidachstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=717&mid=66,48.746287,9.166943300000002
Hermine Stern,Wiederholdstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=741&mid=66,48.78707,9.16852
Hertha Stern,Azenbergstr. 51,http://www.stolpersteine-stuttgart.de/index.php?docid=188&mid=66,48.7883024,9.163409399999999
Julius Stern,Wiederholdstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=741&mid=66,48.78707,9.16852
Marianne Stern,Wiederholdstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=741&mid=66,48.78707,9.16852
Selma Ruth Stern,Azenbergstr. 51,http://www.stolpersteine-stuttgart.de/index.php?docid=188&mid=66,48.7883024,9.163409399999999
Eva Stettiner,Seestr. 114,http://www.stolpersteine-stuttgart.de/index.php?docid=387&mid=66,48.7886384,9.164544099999999
Hermann Stettiner,Rotebühlstr. 145,,48.7697943,9.155721
Käthe Stettiner,Seestr. 114,http://www.stolpersteine-stuttgart.de/index.php?docid=387&mid=66,48.7886384,9.164544099999999
Paul Stiefel,Kornwestheimer Str. 9,,48.84899,9.15719
Alice Straus,Hohenstaufenstr. 9,,48.7664565,9.1684757
Erna Strauß,Dillmannstr. 19,,48.7846637,9.1585422
Klara Straus,Gablenberger Hauptstr. 173,,48.77152,9.202589999999999
Manfred Straus,Hohenstaufenstr. 9,,48.7664565,9.1684757
Paula Straus,Gablenberger Hauptstr. 173,,48.77152,9.202589999999999
Erich Strobel,Laupheimer Str. 10,http://www.stolpersteine-stuttgart.de/index.php?docid=519&mid=66,48.77358,9.23912
Paul Ströbel,Schmidener Straße 38,http://www.stolpersteine-cannstatt.de/node/192,48.8099995,9.2210032
Roland Stütz,Bebelstr. 12B,,48.77523739999999,9.157712499999999
Erna Sussmann,Seestr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=799&mid=66,48.78588999999999,9.169839999999999
Simon  Tanne,Olgastr. 75,http://www.stolpersteine-stuttgart.de/index.php?docid=848&mid=66,48.77074,9.182129999999999
Else Thalmessinger,Lenzhalde 42,http://www.stolpersteine-stuttgart.de/index.php?docid=279&mid=66,48.79044,9.15899
Hermann Thalmessinger,Johannesstr. 40,http://www.stolpersteine-stuttgart.de/index.php?docid=386&mid=66,48.77773,9.1617
Otto Thalmessinger,Lenzhalde 42,http://www.stolpersteine-stuttgart.de/index.php?docid=279&mid=66,48.79044,9.15899
Anna Theurer,Spittastr. 6,,48.7753334,9.1514224
Maria Treyz,Alte Stuttgarter Str 109,http://www.stolpersteine-stuttgart.de/index.php?docid=857&mid=66,48.7777583,9.1323454
Johann Uebler,Dachswaldweg 178,http://www.stolpersteine-stuttgart.de/index.php?docid=726&mid=66,48.7486995,9.1255399
Erna Uhlman,Hölderlinstr. 57,http://www.stolpersteine-stuttgart.de/index.php?docid=852&mid=66,48.7833757,9.158584399999999
Johanna   Uhlman,Hölderlinstr. 57,http://www.stolpersteine-stuttgart.de/index.php?docid=852&mid=66,48.7833757,9.158584399999999
Ludwig Uhlman,Hölderlinstr. 57,http://www.stolpersteine-stuttgart.de/index.php?docid=852&mid=66,48.7833757,9.158584399999999
Oskar Uhlman,Hölderlinstr. 57,http://www.stolpersteine-stuttgart.de/index.php?docid=852&mid=66,48.7833757,9.158584399999999
Tana Uhlman,Hölderlinstr. 57,http://www.stolpersteine-stuttgart.de/index.php?docid=852&mid=66,48.7833757,9.158584399999999
Annie Ullmann,Schellbergstr. 62,,48.78455,9.201609999999999
Annie Ullmann,Schellberstr.  62,,48.8025779,9.0695935
Bella Ullmann,Tübinger Str. 45,http://www.stolpersteine-stuttgart.de/index.php?docid=746&mid=66,48.7696,9.17244
Irene Ullmann,Tübinger Str. 45,http://www.stolpersteine-stuttgart.de/index.php?docid=746&mid=66,48.7696,9.17244
Maximilian Ullmann,Schellbergstr. 62,,48.78455,9.201609999999999
Sigmund Ullmann,Tübinger Str. 45,http://www.stolpersteine-stuttgart.de/index.php?docid=746&mid=66,48.7696,9.17244
Viktor Ullmann,Schellbergstr. 62,,48.78455,9.201609999999999
Helene Unger,Danneckerstr. 18,http://www.stolpersteine-stuttgart.de/index.php?docid=787&mid=66,48.77189,9.1853
Emma Veit,Relenbergstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=324&mid=66,48.78754,9.16511
Maximilian Veit,Relenbergstr. 66,http://www.stolpersteine-stuttgart.de/index.php?docid=324&mid=66,48.78754,9.16511
Alice Vogel,Felix-Dahn-Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=714&mid=66,48.7520007,9.1816815
Richard Vogel,Felix-Dahn-Str. 73,http://www.stolpersteine-stuttgart.de/index.php?docid=714&mid=66,48.7520007,9.1816815
Hewdig  Voit,Langobardenstr. 39,http://www.stolpersteine-stuttgart.de/index.php?docid=757&mid=66,48.82839999999999,9.170069999999999
Waldemar Völker,Kruppstr. 15,,48.8160661,9.1726982
Max Wagner,Bebelstr. 29/2,http://www.stolpersteine-stuttgart.de/index.php?docid=355&mid=66,48.7746,9.15504
Anna Wahl,Langobardenstr. 40,http://www.stolpersteine-stuttgart.de/index.php?docid=758&mid=66,48.82858,9.17004
Berta Waldt,Olgastr. 139,http://www.stolpersteine-stuttgart.de/index.php?docid=732&mid=66,48.76522,9.1768
Salome Warscher,Schloßstr. 61,http://www.stolpersteine-stuttgart.de/index.php?docid=653&mid=66,48.7767501,9.1644164
Hedwig Weegmann,Mergentheimer Str. 7,http://www.stolpersteine-cannstatt.de/node/124,48.8085532,9.2195429
Julie Weil,Fideliostr. 15,http://www.stolpersteine-stuttgart.de/index.php?docid=720&mid=66,48.75433,9.17058
Ludwig Weil,Alexanderstr. 20,http://www.stolpersteine-stuttgart.de/index.php?docid=448&mid=66,48.77506409999999,9.188907
Marianne Weil,Sattlerstr. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=647&mid=66,48.78472,9.1700692
Selma Weil,Alexanderstr. 20,http://www.stolpersteine-stuttgart.de/index.php?docid=448&mid=66,48.77506409999999,9.188907
Suse Weil,Sattlerstr. 25,http://www.stolpersteine-stuttgart.de/index.php?docid=647&mid=66,48.78472,9.1700692
Ludwig Weinberg,Stuttgarter Str. 106,http://www.stolpersteine-stuttgart.de/index.php?docid=309&mid=66,48.8090846,9.1578836
Rosalie Weinberg,Stuttgarter Str. 106,http://www.stolpersteine-stuttgart.de/index.php?docid=309&mid=66,48.8090846,9.1578836
Wilhelmine Weinheim,Danneckerstr. 37,http://www.stolpersteine-stuttgart.de/index.php?docid=796&mid=66,48.7687156,9.1834384
Karin Weininger,Ingelfinger Straße 5,,48.8276876,9.1766901
Sophie Weischedel,Hohewartstr. 21-23,,48.8078724,9.1549231
Hermann Weißhaupt,Dieselstr. 5,,48.81195169999999,9.1742376
Emma Weissberg,Böblinger Str. 38,http://www.stolpersteine-stuttgart.de/index.php?docid=404&mid=66,48.76347029999999,9.163170899999999
Norbert Weissberg,Böblinger Str. 38,http://www.stolpersteine-stuttgart.de/index.php?docid=404&mid=66,48.76347029999999,9.163170899999999
Hedwig Weitzner,Immenhoferstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=744&mid=66,48.76673,9.17545
Norbert Weitzner,Immenhoferstr. 16,http://www.stolpersteine-stuttgart.de/index.php?docid=744&mid=66,48.76673,9.17545
Gertrud Wellner,Drostestr. 6,,48.8235873,9.1176268
Arthur Werner,Elsenhansstr. 1,,48.8095844,9.163239100000002
Hermine Wertheimer,Olgastr. 124,http://www.stolpersteine-stuttgart.de/index.php?docid=587&mid=66,48.76642,9.17751
Eugen Wiedmaier,Marconistr. 23,http://www.stolpersteine-stuttgart.de/index.php?docid=350&mid=66,48.8324586,9.157893999999999
Karl Wieland,Grünblickstraße 1,,48.77297,9.20333
Anna Wieler,Werfmershalde 12,http://www.stolpersteine-stuttgart.de/index.php?docid=551&mid=66,48.78538,9.19516
Gerda Wild,Reinhold-Brändle-Weg  8,http://www.stolpersteine-stuttgart.de/index.php?docid=844&mid=66,48.8348017,9.1815847
Karl Wilhelm,Zavelsteinstr. 6,,48.8060606,9.154759499999999
Erwin Winkler,Ingelfinger Str. 5,http://www.stolpersteine-stuttgart.de/index.php?docid=476&mid=66,48.8276876,9.1766901
Irene Winter,Hackstr. 24,,48.7891551,9.19947
Bella Wochenmark,Olgastr. 75,http://www.stolpersteine-stuttgart.de/index.php?docid=797&mid=66,48.77074,9.182129999999999
Joseph Wochenmark,Olgastr. 75,http://www.stolpersteine-stuttgart.de/index.php?docid=797&mid=66,48.77074,9.182129999999999
Georg Wohlleben,Beethovenstr. 58,http://www.stolpersteine-stuttgart.de/index.php?docid=417&mid=66,48.7744515,9.1337242
Helene Wöhr,Oswald-Hesse-Str. 86,http://www.stolpersteine-stuttgart.de/index.php?docid=245&mid=66,48.8085838,9.16203
Clementine Wolf,Ecklenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=545&mid=66,48.77882,9.20242
Dr. jur. Heinrich Wolf,Ecklenstr. 7,http://www.stolpersteine-stuttgart.de/index.php?docid=545&mid=66,48.77882,9.20242
Dr. med. Margarethe Wolf,Stälinweg 22,http://www.stolpersteine-stuttgart.de/index.php?docid=602&mid=66,48.76862999999999,9.19877
Eugenie Wolf,Ihmlingstr.  50,,48.80247,9.23805
Max Wolf,Mühlstr. 22,http://www.stolpersteine-stuttgart.de/index.php?docid=310&mid=66,48.80808440000001,9.1574146
Sigmund Wolf,Schottstr. 103,http://www.stolpersteine-stuttgart.de/index.php?docid=650&mid=66,48.78852999999999,9.17095
Elsa Wormser,Rankestr. 44,,48.7486708,9.2148086
Ida Wormser,Wörishofener Str. 22,http://www.stolpersteine-cannstatt.de/node/123,48.8003456,9.2279605
Erwin Wörn,Wiener Str. 123,,48.8101811,9.154866199999999
Heinrich Wortsmann,Weißenburgstr. 2 D,http://www.stolpersteine-stuttgart.de/index.php?docid=733&mid=66,48.76877,9.17558
Gottlieb Wurster,Goslarer Str. 95,,48.81676,9.125119999999999
Dr. Gottfried Hermann Wurz,Hasenbergsteige 79,http://www.stolpersteine-stuttgart.de/index.php?docid=295&mid=66,48.76481,9.14958
Hermann Würzburger,Brunnenstr. 55,http://www.stolpersteine-cannstatt.de/node/111,48.8073017,9.2167345
Chana Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Cilly Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Meta Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Moses Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Salomon Zanger,Blumenstr. 27,http://www.stolpersteine-stuttgart.de/index.php?docid=499&mid=66,48.77455,9.18787
Luise Zibold,Hornbergstr. 123,,48.7815046,9.2158069
Else Ziegler,Schickhardtstr. 33,,48.76544,9.15982
Gustav Ziegler,Kärtner Str. 35,,48.81269,9.15957
Ruth Ziegler,Schickhardtstr. 33,,48.76544,9.15982
Marie Zinn,Koppentalstr. 3,http://www.stolpersteine-stuttgart.de/index.php?docid=189&mid=66,48.7880945,9.1657124
Leya Zymbalist,Eugenstr. (6),http://www.stolpersteine-stuttgart.de/index.php?docid=872&mid=66,48.6943579,9.1209632
Nicolas  Zymbalist,Eugenstr.  (6),http://www.stolpersteine-stuttgart.de/index.php?docid=872&mid=66,48.6943579,9.1209632
